# input: time
# iq_mode: freq
# time_shift: -15
# freq_shift: 0
# update_time: 25
# frames: 300
real,imag
-0.00031184,0
0.0,0
-0.00403553,0
0.0,0
-0.01718157,0
0.0,0
-0.05039485,0
0.0,0
-0.12081482,0
0.0,0
-0.26099147,0
0.0,0
-0.57320139,0
0.0,0
-1.96698831,0
0.0,0
1.96698831,0
0.0,0
0.57320139,0
0.0,0
0.26099147,0
0.0,0
0.12081482,0
0.0,0
0.05039485,0
0.0,0
0.01718157,0
0.0,0
0.00403553,0
0.0,0
0.00031184,0
