# input: time
# iq_mode: freq
# time_shift: -8
# freq_shift: 0
# update_time: 25
# frames: 300
real,imag
0,0
-0.00013564,0
0,0
0.00519748,0
0,0
-0.04594758,0
0,0
0.29088666,0
0.5,0
0.29088666,0
0,0
-0.04594758,0
0,0
0.00519748,0
0,0
-0.00013564,0
0,0
